PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,%Activity at 18.75 uM_Mean,%Activity at 18.75 uM_1,%Activity at 18.75 uM_2,%Activity at 18.75 uM_3,%Activity at 18.75 uM_4,Value_1,Value_2,Value_3,Value_4,Mean High,STD Deviation High,Mean Low,STD Deviation Low,PUBCHEM_SMILES
1563,17387521.0,6260079.0,CC1=CC=C(C=C1)C(=O)CN2C3=CC=CC=C3N=C2C(=O)/C=C/C4=CC=CC=C4,Inactive,21.0,,,-3.6,-17.48,-3.88,5.1,1.84,1006.32,891.14,815.02,842.67,0,9.73,100,1.01,CC1=CC=C(C=C1)C(=O)CN2C3=CC=CC=C3N=C2C(=O)/C=C/C4=CC=CC=C4
1564,24781095.0,3574667.0,C1COCCN1C2=C(C=C(C=C2)[N+](=O)[O-])C(=O)NC3=NC(=CS3)C4=CC=C(C=C4)C5=CC=CC=C5,Inactive,21.0,,,-78.12,-85.51,-101.37,-62.42,-63.19,1582.73,1717.05,1387.12,1393.63,0,9.73,100,1.01,C1COCCN1C2=C(C=C(C=C2)[N+](=O)[O-])C(=O)NC3=NC(=CS3)C4=CC=C(C=C4)C5=CC=CC=C5
1565,4247011.0,598906.0,C1CCC(CC1)N2C(=C(C(=O)N(C2=O)C3CCCCC3)C(=N)N)O,Inactive,21.0,,,23.93,9.27,17.5,34.84,34.11,779.74,709.97,563.1,569.32,0,9.73,100,1.01,C1CCC(CC1)N2C(=C(C(=O)N(C2=O)C3CCCCC3)C(=N)N)O
1566,24781042.0,5770961.0,COC1=CC(=C(C=C1)C(=O)/C=C/C(=O)N(CC2=CC=C(C=C2)F)CC(=O)NC3CCCCC3)O,Active,30.0,,,58.42,64.59,50.47,55.97,62.65,311.04,430.72,384.12,327.51,0,9.73,100,1.01,COC1=CC(=C(C=C1)C(=O)/C=C/C(=O)N(CC2=CC=C(C=C2)F)CC(=O)NC3CCCCC3)O
1567,4246714.0,3241020.0,CC1=CC=C(C=C1)N2C3=C(C(=O)OC4=CC=CC=C43)N=N2,Inactive,21.0,,,14.51,7.87,1.41,32.34,16.42,791.63,846.33,584.26,719.14,0,9.73,100,1.01,CC1=CC=C(C=C1)N2C3=C(C(=O)OC4=CC=CC=C43)N=N2
1568,14721889.0,1438102.0,CCOC1=CC=CC=C1NC(=O)N2CCC(CC2)C(=O)C3=CC=C(C=C3)F,Inactive,21.0,,,-6,-16.88,-11.89,2.06,2.71,1001.27,958.97,840.84,835.3,0,9.73,100,1.01,CCOC1=CC=CC=C1NC(=O)N2CCC(CC2)C(=O)C3=CC=C(C=C3)F
1569,57269048.0,6211246.0,COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)C2=CC3=C(C=C2)OCO3,Inactive,21.0,,,35.76,34.43,35.28,37.77,35.56,566.54,559.41,538.28,556.99,0,9.73,100,1.01,COC1=CC(=CC(=C1OC)OC)/C=C/C(=O)C2=CC3=C(C=C2)OCO3
1570,22404715.0,9678325.0,CC1=NN(C(=C1/C=N/NC2=NC3=CC=CC=C3S2)Cl)C4=CC=CC=C4Cl,Active,30.0,,,84.03,84.84,84.96,83.8,82.52,139.54,138.51,148.31,159.15,0,9.73,100,1.01,CC1=NN(C(=C1/C=N/NC2=NC3=CC=CC=C3S2)Cl)C4=CC=CC=C4Cl
1571,24814110.0,16194224.0,COC(=O)C1=CC(=O)N(C(=NC2=CC=CC=C2)S1)CC3=CC=C(C=C3)F,Inactive,21.0,,,26.06,27.61,27.89,25.09,23.66,624.37,621.99,645.7,657.84,0,9.73,100,1.01,COC(=O)C1=CC(=O)N(C(=NC2=CC=CC=C2)S1)CC3=CC=C(C=C3)F
1572,17513569.0,1883622.0,CN(C)C(=O)/C(=C\C1=CC(=C(O1)SC2=CC=C(C=C2)Cl)Br)/C#N,Inactive,21.0,,,15.27,5.22,41.55,14.11,0.18,814.04,506.22,738.72,856.72,0,9.73,100,1.01,CN(C)C(=O)/C(=C\C1=CC(=C(O1)SC2=CC=C(C=C2)Cl)Br)/C#N
1573,49644451.0,769669.0,C1=CSC(=C1)CNC2=CC=C(C=C2)O,Inactive,21.0,,,25.54,26.49,28.18,24.44,23.04,633.84,619.51,651.2,663.09,0,9.73,100,1.01,C1=CSC(=C1)CNC2=CC=C(C=C2)O
1574,26665826.0,5773323.0,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)/C=C/C3=CC=CC=C3Cl)N,Active,30.0,,,95.43,97.77,95.36,96.14,92.44,29.97,50.35,43.79,75.11,0,9.73,100,1.01,CC1=CC(=C2C=C(C=CC2=N1)NC(=O)/C=C/C3=CC=CC=C3Cl)N
1575,26660603.0,1829082.0,C1=CC=C(C=C1)CC2=CC=[N+](C=C2)C3=NC4=CC=CC=C4N=C3N=S(=O)(C5=CC=C(S5)Br)[O-],Inactive,21.0,,,-48.21,-39.13,-43.11,-52.43,-58.16,1189.76,1223.53,1302.45,1350.98,0,9.73,100,1.01,C1=CC=C(C=C1)CC2=CC=[N+](C=C2)C3=NC4=CC=CC=C4N=C3[N-]S(=O)(=O)C5=CC=C(S5)Br
1576,87336812.0,44601668.0,C1=CC=C(C=C1)S(=O)(=O)/C(=C\C2=CC=C(C=C2)C(F)(F)F)/C3=NC4=CC=CC=C4N3,Active,30.0,,,97.58,96.64,99.12,95.98,98.56,39.5,18.5,45.1,23.26,0,9.73,100,1.01,C1=CC=C(C=C1)S(=O)(=O)/C(=C\C2=CC=C(C=C2)C(F)(F)F)/C3=NC4=CC=CC=C4N3
1577,99357373.0,46903214.0,CC1=CC=C(C=C1)S(=O)(=O)N(CC#C)C[C@@H]2[C@H]([C@H](CN3N2C(=O)C=CC3=O)OC(=O)NCC4=CC=CO4)OC(=O)NCC5=CC=CO5,Active,30.0,,,44.3,47.73,56.27,34.14,39.04,453.9,381.52,569,527.52,0,9.73,100,1.01,CC1=CC=C(C=C1)S(=O)(=O)N(CC#C)C[C@@H]2[C@H]([C@H](CN3N2C(=O)C=CC3=O)OC(=O)NCC4=CC=CO4)OC(=O)NCC5=CC=CO5
1578,87345402.0,660118.0,CC1=COC2=C(C=C3C4CCCNC(=O)C4(OC3=C12)N5CCCCC5)O,Inactive,21.0,,,1.41,4.3,1.16,-1.75,1.93,821.86,848.41,873.1,841.9,0,9.73,100,1.01,CC1=COC2=C(C=C3C4CCCNC(=O)C4(OC3=C12)N5CCCCC5)O
1579,17509012.0,5335764.0,CC1=CC(=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)/C=C/C3=CN=CC=C3,Inactive,21.0,,,-104.23,-111.93,-104.91,-102.75,-97.33,1806.53,1747.08,1728.79,1682.87,0,9.73,100,1.01,CC1=CC(=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)/C=C/C3=CN=CC=C3
1580,56422373.0,5405.0,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,Inactive,21.0,,,-1.02,-8.94,0.53,3.84,0.5,933.97,853.74,825.77,853.99,0,9.73,100,1.01,CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O
1581,22410715.0,8100181.0,CC1=C(C=C(C=C1)C(=O)/C=C/C2=CC(=C(C(=C2)OC)O)OC)[N+](=O)[O-],Inactive,21.0,,,20.71,20.6,26.6,23.94,11.69,683.72,632.94,655.42,759.22,0,9.73,100,1.01,CC1=C(C=C(C=C1)C(=O)/C=C/C2=CC(=C(C(=C2)OC)O)OC)[N+](=O)[O-]
1582,14734645.0,1317387.0,CCOC(=O)COC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C3=CC=C(C=C3)F,Inactive,21.0,,,-0.85,3.45,4.38,-6.57,-4.66,829,821.12,913.92,897.72,0,9.73,100,1.01,CCOC(=O)COC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)C3=CC=C(C=C3)F
1583,99360734.0,3576890.0,CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C,Active,30.0,,,93.84,94.71,93.17,92.22,95.25,55.88,68.91,77.01,51.27,0,9.73,100,1.01,CC1(CCC(C23C1C(C(C45C2CCC(C4O)C(=C)C5=O)(OC3)O)O)O)C
1584,17410042.0,11958802.0,CC(=O)/C=C\C1=CN(C2=CC=CC=C21)C3=C(C=C(C=N3)C(F)(F)F)Cl,Inactive,21.0,,,11,12.23,15.57,10.37,5.84,754.67,726.32,770.43,808.76,0,9.73,100,1.01,CC(=O)/C=C\C1=CN(C2=CC=CC=C21)C3=C(C=C(C=N3)C(F)(F)F)Cl
1585,87336286.0,239578.0,C1=CC(=O)N(C1=O)CCCCCCCCCCN2C(=O)C=CC2=O,Active,30.0,,,61.44,64.35,63.16,49.14,69.1,313.12,323.19,441.93,272.84,0,9.73,100,1.01,C1=CC(=O)N(C1=O)CCCCCCCCCCN2C(=O)C=CC2=O
1586,17413476.0,1380035.0,CC1=CC=C(C=C1)S(=O)(=O)C(=C(Cl)Cl)NC(=O)C2=CC=CC=C2,Inactive,21.0,,,12.82,9.93,6.22,16.45,18.66,774.12,805.53,718.88,700.15,0,9.73,100,1.01,CC1=CC=C(C=C1)S(=O)(=O)C(=C(Cl)Cl)NC(=O)C2=CC=CC=C2
1587,24821677.0,1479777.0,C1CSC2=C(C=CS2)C(=O)N1C(=O)C3=CC=CC=C3,Active,30.0,,,71.12,68.25,69.08,72.83,74.34,280.09,273.04,241.23,228.45,0,9.73,100,1.01,C1CSC2=C(C=CS2)C(=O)N1C(=O)C3=CC=CC=C3
1588,49679079.0,6473228.0,CC1=CC=C(C=C1)C2=NOC(=N2)CNC(=O)C3=C(OC=C3)C,Inactive,21.0,,,0.91,-0.37,-5.49,8.55,0.96,861.44,904.76,785.81,850.11,0,9.73,100,1.01,CC1=CC=C(C=C1)C2=NOC(=N2)CNC(=O)C3=C(OC=C3)C
1589,26671097.0,1883477.0,C1=CC=C(C=C1)CNC(=O)C(=O)NC2=CC=CC(=C2)C(=O)O,Active,30.0,,,71.44,68.55,68.77,73.16,75.29,277.48,275.61,238.46,220.4,0,9.73,100,1.01,C1=CC=C(C=C1)CNC(=O)C(=O)NC2=CC=CC(=C2)C(=O)O
1590,17413985.0,2200235.0,CC1=CC(=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)C3=CC4=CC=CC=C4OC3=O)C,Active,30.0,,,76.46,74.43,75.83,78.25,77.34,227.69,215.83,195.3,203.02,0,9.73,100,1.01,CC1=CC(=C(C=C1)C(=O)NC(=S)NC2=CC=C(C=C2)C3=CC4=CC=CC=C4OC3=O)C
1591,24822556.0,5765586.0,C1=CC=C(C=C1)NC(=O)CN2C=C(C3=CC=CC=C32)/C=C\[N+](=O)[O-],Inactive,21.0,,,25.1,25.79,24.15,23.98,26.49,639.73,653.65,655.12,633.85,0,9.73,100,1.01,C1=CC=C(C=C1)NC(=O)CN2C=C(C3=CC=CC=C32)/C=C\[N+](=O)[O-]
1592,16953750.0,4831254.0,CC1=C(C(NC(=S)N1C2=CC=CC=C2)C3=CC(=CC=C3)C(F)(F)F)C(=O)NC4=CC=C(C=C4)[N+](=O)[O-],Inactive,21.0,,,-43.7,-47.15,-45.54,-41.12,-40.98,1257.76,1244.12,1206.61,1205.46,0,9.73,100,1.01,CC1=C(C(NC(=S)N1C2=CC=CC=C2)C3=CC(=CC=C3)C(F)(F)F)C(=O)NC4=CC=C(C=C4)[N+](=O)[O-]
1593,24791358.0,3271558.0,COC1=C(C=C(C=C1)NC(=O)CCS(=O)(=O)C2=CC=CC=C2Cl)S(=O)(=O)NC3=CC=C(C=C3)Cl,Inactive,21.0,,,16.98,14.3,19.86,13.63,20.12,737.1,689.99,742.78,687.77,0,9.73,100,1.01,COC1=C(C=C(C=C1)NC(=O)CCS(=O)(=O)C2=CC=CC=C2Cl)S(=O)(=O)NC3=CC=C(C=C3)Cl
1594,85274146.0,6603104.0,CC(CCCNC1=C2C(=CC(=C1)OC)C=CC=N2)N.Cl,Inactive,21.0,,,18.85,13.78,17.1,21.21,23.34,741.56,713.43,678.58,660.55,0,9.73,100,1.01,CC(CCCNC1=C2C(=CC(=C1)OC)C=CC=N2)N.Cl
1595,17416103.0,2275069.0,C1=CC(=CC(=C1)N2C(=O)C=CC2=O)C(=O)NC3=C(C=C(C=C3)Cl)Cl,Active,30.0,,,79.95,83.21,74.1,83.18,79.31,153.3,230.46,153.58,186.33,0,9.73,100,1.01,C1=CC(=CC(=C1)N2C(=O)C=CC2=O)C(=O)NC3=C(C=C(C=C3)Cl)Cl
1596,85149099.0,44144282.0,CC(=O)O[C@@H]1[C@@H]([C@]2(CCC3[C@H]([C@@]24[C@@H]1O4)CC[C@]5([C@@]3(CC[C@@H](C5)O)C)O)C)C6=COC(=O)C=C6,Active,30.0,,,42.68,52.37,35.83,40.48,42.03,414.57,554.68,515.29,502.15,0,9.73,100,1.01,CC(=O)O[C@@H]1[C@@H]([C@]2(CCC3[C@H]([C@@]24[C@@H]1O4)CC[C@]5([C@@]3(CC[C@@H](C5)O)C)O)C)C6=COC(=O)C=C6
1597,4250184.0,3244032.0,CSC1=C(C(=CC(=N1)C2CC2)C3=CC=CS3)C#N,Inactive,21.0,,,35.43,35.79,29.99,37.96,37.99,555.09,604.2,536.66,536.45,0,9.73,100,1.01,CSC1=C(C(=CC(=N1)C2CC2)C3=CC=CS3)C#N
1598,24818605.0,5821715.0,C1CC(=O)N2C1S/C(=C/NC3=CC=C(C=C3)C(F)(F)F)/C2=O,Active,30.0,,,98.3,98.14,99.54,97.25,98.27,26.8,14.99,34.34,25.73,0,9.73,100,1.01,C1CC(=O)N2C1S/C(=C/NC3=CC=C(C=C3)C(F)(F)F)/C2=O
1599,7977443.0,2861884.0,CC1=CC(=CC(=C1)OCC(=O)NCC2CCCO2)C,Active,30.0,,,69.14,69.27,69.54,68.21,69.54,271.45,269.09,280.38,269.13,0,9.73,100,1.01,CC1=CC(=CC(=C1)OCC(=O)NCC2CCCO2)C
1600,17509750.0,3689416.0,COC1=CC=C(C=C1)N(C(C2=CC=CS2)C(=O)NCCC3=CC=CC=C3)C(=O)CCl,Active,30.0,,,98.18,97.32,97.1,99.06,99.23,33.73,35.6,19.04,17.63,0,9.73,100,1.01,COC1=CC=C(C=C1)N(C(C2=CC=CS2)C(=O)NCCC3=CC=CC=C3)C(=O)CCl
1601,17402399.0,1489656.0,CC(C)(C)N1C2=NC=NC(=C2C(=N1)C3=CC=C(C=C3)F)N,Active,30.0,,,45.21,39.76,44.9,47.93,48.26,521.39,477.86,452.2,449.39,0,9.73,100,1.01,CC(C)(C)N1C2=NC=NC(=C2C(=N1)C3=CC=C(C=C3)F)N
1602,24818849.0,203396.0,C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)Br)Br,Active,30.0,,,98.86,97.58,98.17,99.96,99.74,31.58,26.57,11.39,13.28,0,9.73,100,1.01,C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)Br)Br
1603,17403670.0,3093457.0,C1=CC=C(C=C1)NC(=S)NC(C(Cl)(Cl)Cl)NC(=O)C2=CC(=CC=C2)Cl,Inactive,21.0,,,39.07,41.21,36.82,38.21,40.03,509.15,546.3,534.54,519.16,0,9.73,100,1.01,C1=CC=C(C=C1)NC(=S)NC(C(Cl)(Cl)Cl)NC(=O)C2=CC(=CC=C2)Cl
1604,24811588.0,16193374.0,COCCNC(=O)[C@H](CSCC1=CC=CC=C1)N2CC3=CC=CC=C3C2=O,Inactive,21.0,,,14.25,14.75,13.92,14.14,14.21,733.32,740.34,738.47,737.88,0,9.73,100,1.01,COCCNC(=O)[C@H](CSCC1=CC=CC=C1)N2CC3=CC=CC=C3C2=O
1605,17408140.0,1072709.0,CCOC(=O)CC1=CSC(=N1)NC(=S)NC(=O)C2=CC=CC=C2C,Active,30.0,,,57.61,58.39,59.14,57.66,55.24,363.59,357.24,369.77,390.31,0,9.73,100,1.01,CCOC(=O)CC1=CSC(=N1)NC(=S)NC(=O)C2=CC=CC=C2C
1606,17506577.0,5338376.0,CC1=C(C=C2CCCCC2=N1)C(=O)/C=C/C3=CC=C(C=C3)Br,Active,30.0,,,93.99,94.33,92.62,93.32,95.67,59.1,73.56,67.63,47.74,0,9.73,100,1.01,CC1=C(C=C2CCCCC2=N1)C(=O)/C=C/C3=CC=C(C=C3)Br
1607,26730295.0,2732574.0,CN1C(=C(C(=O)N(C1=O)C)C(C[N+](=O)[O-])C2=CC=CC=C2OC)N,Active,30.0,,,55.72,53.16,67.48,50.29,51.94,407.89,286.55,432.21,418.22,0,9.73,100,1.01,CN1C(=C(C(=O)N(C1=O)C)C(C[N+](=O)[O-])C2=CC=CC=C2OC)N
1608,124753365.0,367095.0,C1=CC=C(C=C1)C(=CC2=CC(=CC=C2)C#N)C(=O)C3=CC=CC=C3,Inactive,21.0,,,8.7,10.26,13.75,5.85,4.93,771.38,741.78,808.71,816.47,0,9.73,100,1.01,C1=CC=C(C=C1)C(=CC2=CC(=CC=C2)C#N)C(=O)C3=CC=CC=C3
1609,24841314.0,667214.0,COC1=CC=C(C=C1)C2=C(OC3=C2C(=N)N(C=N3)CCN4CCOCC4)C5=CC=C(C=C5)OC,Inactive,21.0,,,12.3,11.46,20.12,8.27,9.35,761.14,687.8,788.24,779.03,0,9.73,100,1.01,COC1=CC=C(C=C1)C2=C(OC3=C2C(=N)N(C=N3)CCN4CCOCC4)C5=CC=C(C=C5)OC
1610,99456967.0,1348232.0,COC1=CC=C(C=C1)/C=C\2/C(=O)N(C(=O)S2)CCCC(=O)NC3=CC=C(C=C3)C(=O)O,Active,30.0,,,96.96,96.54,97.29,96.15,97.84,40.35,34.04,43.65,29.4,0,9.73,100,1.01,COC1=CC=C(C=C1)/C=C\2/C(=O)N(C(=O)S2)CCCC(=O)NC3=CC=C(C=C3)C(=O)O
1611,49679251.0,1490583.0,C1=CC(=CC=C1C2=NC=CC(=N2)C3=CC=C(C=C3)F)OCC(=O)NN,Active,30.0,,,78.72,79.46,78.94,78.94,77.53,185.07,189.46,189.46,201.39,0,9.73,100,1.01,C1=CC(=CC=C1C2=NC=CC(=N2)C3=CC=C(C=C3)F)OCC(=O)NN
1612,47194389.0,4183496.0,C1=CC(=NC(=C1)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl)NC(=O)C3=C(C=CC(=C3)[N+](=O)[O-])Cl,Inactive,21.0,,,25.33,26.45,30.64,25.6,18.61,634.17,598.67,641.38,700.61,0,9.73,100,1.01,C1=CC(=NC(=C1)NC(=O)C2=C(C=CC(=C2)[N+](=O)[O-])Cl)NC(=O)C3=C(C=CC(=C3)[N+](=O)[O-])Cl
1613,56318802.0,24980515.0,C1CN(C2=CC=CC=C21)S(=O)(=O)C3=C(C=CC(=C3)C(=O)NC4=CC=NC=C4)Cl,Inactive,21.0,,,-7.12,-3.88,-4.69,-12.24,-7.69,891.1,898.01,961.94,923.45,0,9.73,100,1.01,C1CN(C2=CC=CC=C21)S(=O)(=O)C3=C(C=CC(=C3)C(=O)NC4=CC=NC=C4)Cl
1614,7973184.0,5310655.0,C1=CC=NC(=C1)N/C=C\C(=O)C2=CC=C(C=C2)Cl,Inactive,21.0,,,31.71,32.63,39.27,27.33,27.62,581.84,525.61,626.72,624.31,0,9.73,100,1.01,C1=CC=NC(=C1)N/C=C\C(=O)C2=CC=C(C=C2)Cl
1615,51088752.0,54718137.0,CC12CC(C3=CC=CC=C3O1)/C(=C(\C=C\C4=CC=C(C=C4)OC)/O)/C(=O)N2C,Inactive,21.0,,,-4.54,4.84,5.58,-15.08,-13.48,817.25,810.99,986.06,972.47,0,9.73,100,1.01,CC12CC(C3=CC=CC=C3O1)/C(=C(\C=C\C4=CC=C(C=C4)OC)/O)/C(=O)N2C
1616,56422695.0,662071.0,COC1=CC=C(C=C1)C2C3(C(=NC(C3(C4=C(N2)CCC4)C#N)(OC)OC)N)C#N,Active,30.0,,,70.07,73.22,73.13,67.76,66.18,237.97,238.71,284.22,297.62,0,9.73,100,1.01,COC1=CC=C(C=C1)C2C3(C(=NC(C3(C4=C(N2)CCC4)C#N)(OC)OC)N)C#N
1617,22410714.0,9605662.0,CC1=CC=C(S1)/C=N/NC2=CC=CC(=C2)C(=O)O,Active,30.0,,,58.76,61.62,60.38,56.52,56.54,336.26,346.75,379.41,379.3,0,9.73,100,1.01,CC1=CC=C(S1)/C=N/NC2=CC=CC(=C2)C(=O)O
1618,26667734.0,647878.0,C=CS(=O)(=O)C1=CC=C(C=C1)OC2=CC=C(C=C2)S(=O)(=O)C=C,Active,30.0,,,89.82,90.84,90.3,89.77,88.36,88.64,93.23,97.77,109.65,0,9.73,100,1.01,C=CS(=O)(=O)C1=CC=C(C=C1)OC2=CC=C(C=C2)S(=O)(=O)C=C
1619,49722549.0,16022986.0,CC1=C2C(=NN=C(C2=NN1C3=CC=C(C=C3)OC)N4CCC(CC4)C(=O)NC5CCCCC5)C,Inactive,21.0,,,5.44,21.32,23.34,-9.12,-13.8,677.64,660.5,935.49,975.18,0,9.73,100,1.01,CC1=C2C(=NN=C(C2=NN1C3=CC=C(C=C3)OC)N4CCC(CC4)C(=O)NC5CCCCC5)C
1620,24803341.0,16192618.0,CC1CCC(C(C1)OC(=O)CN2C3=CC=CC=C3[N+](=C2COC4=CC=CC(=C4)C)C)C(C)C.[Cl-],Inactive,21.0,,,27.37,53.53,50.9,0.39,4.65,404.77,427,854.98,818.86,0,9.73,100,1.01,CC1CCC(C(C1)OC(=O)CN2C3=CC=CC=C3[N+](=C2COC4=CC=CC(=C4)C)C)C(C)C.[Cl-]
1621,24794852.0,2968856.0,COCCN1CCN2C(=NC3=C2C=CC(=C3)[N+](=O)[O-])C1,Inactive,21.0,,,-32.17,-24.46,-15.19,-46.75,-42.28,1065.45,986.94,1254.36,1216.49,0,9.73,100,1.01,COCCN1CCN2C(=NC3=C2C=CC(=C3)[N+](=O)[O-])C1
1622,24808858.0,3161521.0,CCC(=O)N1CCN(CC1)C2=C(C=C(C=C2)NC(=O)C3=CC=C(O3)[N+](=O)[O-])Cl,Active,30.0,,,51.18,62.35,67.96,43.62,30.77,330.03,282.49,488.7,597.57,0,9.73,100,1.01,CCC(=O)N1CCN(CC1)C2=C(C=C(C=C2)NC(=O)C3=CC=C(O3)[N+](=O)[O-])Cl
1623,49647287.0,1752837.0,CC1=C(C(=O)OC2=C1C=CC(=C2)OCC3=CC=CC=C3Br)CCC(=O)O,Active,30.0,,,91.73,91.65,92.68,90.92,91.66,81.79,73.11,87.97,81.71,0,9.73,100,1.01,CC1=C(C(=O)OC2=C1C=CC(=C2)OCC3=CC=CC=C3Br)CCC(=O)O
1624,87349331.0,44602155.0,CCN(CC)CCCC(C)N1C2=C(C=C(C=C2)Cl)N=C3C1=NC(=O)NC3=O.OS(=O)(=O)O,Active,30.0,,,97.86,99.1,97.84,98.04,96.43,18.65,29.35,27.63,41.31,0,9.73,100,1.01,CCN(CC)CCCC(C)N1C2=C(C=C(C=C2)Cl)N=C3C1=NC(=O)NC3=O.OS(=O)(=O)O
1625,17402546.0,1470913.0,C1=CC=C2C(=C1)N=C(C3=NN=C(N23)C4=CC=C(C=C4)Cl)C(F)(F)F,Inactive,21.0,,,25.1,24.68,28.2,22.88,24.62,649.17,619.36,664.42,649.65,0,9.73,100,1.01,C1=CC=C2C(=C1)N=C(C3=NN=C(N23)C4=CC=C(C=C4)Cl)C(F)(F)F
1626,22409797.0,6026627.0,C1CCC(CC1)N(C2=CC=CC=N2)C(=O)/C(=C/C3=CC=CC=C3)/C#N,Active,30.0,,,45.87,48.53,47.29,40.86,46.82,447.15,457.63,512.13,461.61,0,9.73,100,1.01,C1CCC(CC1)N(C2=CC=CC=N2)C(=O)/C(=C/C3=CC=CC=C3)/C#N
1627,26664501.0,231625.0,CCC1(CCC2=C(C1=O)C=C(C3=CC=CC=C23)OC)C(=O)OC,Inactive,21.0,,,-2.27,3.79,-6.71,-2.24,-3.93,826.14,915.09,877.23,891.53,0,9.73,100,1.01,CCC1(CCC2=C(C1=O)C=C(C3=CC=CC=C23)OC)C(=O)OC
1628,22401756.0,9633858.0,C1=CC2=C(C=CC(=C2)/C=N/NC3=CC=C(C=C3)C(=O)O)N=C1,Active,30.0,,,66.41,65.93,65.85,67.64,66.22,299.68,300.39,285.24,297.24,0,9.73,100,1.01,C1=CC2=C(C=CC(=C2)/C=N/NC3=CC=C(C=C3)C(=O)O)N=C1
1629,57267867.0,8271924.0,CCN1C(=CC(=C1C)C(=O)CN2C(=O)C3=CC=CC=C3S2(=O)=O)C,Active,30.0,,,87.8,87.51,86.25,88.58,88.84,116.88,127.57,107.78,105.61,0,9.73,100,1.01,CCN1C(=CC(=C1C)C(=O)CN2C(=O)C3=CC=CC=C3S2(=O)=O)C
1630,14725347.0,3127253.0,C=CCSC(=C(C#N)C#N)C1=CC2=C(N1)CCCC2,Inactive,21.0,,,8.71,-2.08,2.86,13.55,20.52,875.86,834.02,743.49,684.38,0,9.73,100,1.01,C=CCSC(=C(C#N)C#N)C1=CC2=C(N1)CCCC2
1631,26725081.0,14314897.0,CC1CCC/C=C/C(=O)C2=C(CC(=O)O1)C=C(C=C2O)O,Active,30.0,,,79.64,74.09,76.89,85.49,82.08,230.54,206.85,134.02,162.87,0,9.73,100,1.01,CC1CCC/C=C/C(=O)C2=C(CC(=O)O1)C=C(C=C2O)O
1632,17433268.0,1249317.0,CCOC(=O)C1=CC=CC(=C1)COC(=O)C2=CC=CC(=C2)C3=NN=C(O3)C4=CC=CC=C4,Active,30.0,,,51.2,48.57,42.29,55.86,58.07,446.8,499.96,385.05,366.27,0,9.73,100,1.01,CCOC(=O)C1=CC=CC(=C1)COC(=O)C2=CC=CC(=C2)C3=NN=C(O3)C4=CC=CC=C4
1633,22415659.0,883348.0,C1=CC=C2C(=C1)C(=CN2CC3=CC(=CC=C3)[N+](=O)[O-])C=O,Active,30.0,,,63.01,60.61,59.22,66.58,65.64,344.74,356.58,294.24,302.18,0,9.73,100,1.01,C1=CC=C2C(=C1)C(=CN2CC3=CC(=CC=C3)[N+](=O)[O-])C=O
1634,121283659.0,342544.0,CSC1=NC=C(C2=NC(NN21)C3=C(C=CC=C3Cl)Cl)C#N,Inactive,21.0,,,1.21,-4.02,-0.17,6.62,2.41,892.36,859.7,802.19,837.81,0,9.73,100,1.01,CSC1=NC=C(C2=NC(NN21)C3=C(C=CC=C3Cl)Cl)C#N
1635,49827937.0,24819824.0,CCN(CC(=O)NC1=CC=C(C=C1)NC(=O)C)C(=O)/C=C/C2=CC=C(C=C2)S(=O)(=O)N3CCCCCC3,Inactive,21.0,,,15.99,16.53,6.21,20.17,21.07,718.19,805.68,687.38,679.77,0,9.73,100,1.01,CCN(CC(=O)NC1=CC=C(C=C1)NC(=O)C)C(=O)/C=C/C2=CC=C(C=C2)S(=O)(=O)N3CCCCCC3
1636,85146192.0,44142137.0,CN1C(=NN=N1)SC2=NC=NC3=C2C(=CS3)C4=CC=CC=C4Cl,Inactive,21.0,,,31.83,29.16,28.69,37.25,32.22,611.21,615.23,542.65,585.28,0,9.73,100,1.01,CN1C(=NN=N1)SC2=NC=NC3=C2C(=CS3)C4=CC=CC=C4Cl
